,UID,address,category,city,courses,coverPhoto,customCategory,dataOrigin,dateAdded,description,email,facebook,facebookID,logo,mapblock,mobile,organization,perioxi,phone,place,profilePhoto,rensponsible,school,slugCategories,slugSubcategories,subcategory,toPublish,type,userID,verified,website,yearCreated,zipcode
129,336,"Κράτητος 88,Νέα Σμύρνη",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,,https://www.facebook.com/MuaythaiNeaSmyriniAthens,MuaythaiNeaSmyriniAthens,http://www.fightsports.gr/wp-content/uploads/2014/02/1266199_634071046614345_1735255253_o.jpg,,6981 580 714 - 6984 883 589,,,,,,,Muaythai Νέα Σμύρνη (Blue Dragon Team),polemikes-texnes,muay-thai,Muay Thai,YES,,,NO,,,
130,965,"Koυντουριώτη 13,Ηλιούπολη,Τ.Κ. 16342",Κλειστού Χώρου,Αθήνα,,,,wefit,,,mpasdekis_gym@hotmail.com,https://www.facebook.com/MpasdekisGym?fref=ts,MpasdekisGym,262179_113773258716031_5537069_n (1).jpg,,,,Ηλιούπολη,,,,,Mpasdekis Gym Prive,kleistou-xorou,personal-trainer,PERSONAL TRAINER,YES,,,NO,,,16342
131,775,"Αφροδίτης 76, Βάρκιζα",,Αθήνα,,,,wefit,,,dxatzi1979@hotmail.co.uk,https://www.facebook.com/MegasAlexandrosTennisAcademy/timeline,MegasAlexandrosTennisAcademy,logo (10).jpg,,,,Βάρκιζα,,,,,Bavelas & Chatzinikolaou Tennis Academy,#REF!,#REF!,,YES,,,NO,http://bcta.gr/,,
132,1544,"Αλεξάνδρου Παπαναστασίου 95(πρωην Β.Παύλου),Πειραιάς,Τ.Κ: 18533",ΚΑΤΑΔΥΤΙΚΑ ΚΕΝΤΡΑ,Αθήνα,,,,wefit,,,info@pozidis.gr,https://www.facebook.com/MediteranneanDiveCenter/timeline,MediteranneanDiveCenter,10734002_761801870573001_5355553794265906313_n.jpg,,,,Πειραιάς,,,,,Mediterranean Dive Center,#N/A,#REF!,,YES,,,NO,http://www.pozidis.gr/,,18533
133,244,"Βύρωνος & Αγίας Βαρβάρας 10,Αγία Βαρβάρα",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,a.gy.smavridis@gmail.com,https://www.facebook.com/mauridisteam/,mauridisteam,http://www.fightsports.gr/wp-content/uploads/2018/02/mavridis-team-agis-logo.jpg,,6945 105 420,,,,,,,Αθλητικός Γυμναστικός Σύλλογος Αγίας Βαρβάρας (Mavridis Team),polemikes-texnes,#N/A,"MMA,Kickboxing,Boxing",YES,,,NO,,,
134,1475,"Άρεως 18, Π.Φάληρο, ΤΚ 17562",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@livestrongthegym.gr,https://www.facebook.com/livestrongthegym?ref=br_rs,livestrongthegym,νέα-εικόνα (1).jpg,,,,Π.Φάληρο,,,,,Livestrong,kleistou-xorou,pilates,PILATES,YES,,,NO,http://www.livestrongthegym.gr/#/HOME-01-00/,,17562
135,1283,"Ο.Α.Κ.Α, Αμαρουσίου Αρτέμιδος,Μαρούσι (Πλησίον ΗΣΑΠ ΕΙΡΗΝΗ)",MEDICAL,Αθήνα,,,,wefit,,,info@lifergo.gr,https://www.facebook.com/LifErgo?fref=ts,LifErgo,life-ergo-logo.jpg,,,,Μαρούσι(ΠλησίονΗΣΑΠΕΙΡΗΝΗ),,,,,Life - Ergo Εργομετρικό Κέντρο,#N/A,#REF!,,YES,,,NO,http://www.lifergo.gr/,,
136,271,"Βορείου Ηπείρου 2,Νίκαια",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,championsathleticclub@gmail.com,https://www.facebook.com/lekakosclub/,lekakosclub,http://www.fightsports.gr/wp-content/uploads/2017/09/champions-athletic-club-logo-2.jpg,,6947 896 809,,,210 42 50 625,,,,Champions Athletic Club,polemikes-texnes,karate,Karate,YES,,,NO,,,
137,303,"1.Λεωφόρος Βεΐκου 121-123, Γαλάτσι - 2.Αγλαύρου 11, Κουκάκι - 3.Λεωφόρος Μαραθώνος 29, Παλλήνη - 4.Λ. Μεσογείων 483, Αγία Παρασκευή - 5.Ροδοπόλεως 66, Ελληνικό - 6.Φωκίωνος Νέγρη 30, Κυψέλη",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,info@kravmagamentality.gr,https://www.facebook.com/kravmagamentality/?ref=ts&fref=ts,kravmagamentality,http://www.fightsports.gr/wp-content/uploads/2016/04/krav-maga-mentality.png,,6976 218 896 - 6980 095 168,,,,,,,Krav Maga Mentality,polemikes-texnes,krav-manga,Krav Maga,YES,,,NO,,,
138,254,"Εθνάρχου Μακαρίου 31,Περιστέρι",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,info@kravmagahellas.com,https://www.facebook.com/KravMagaHellasFederationHkmf/,KravMagaHellasFederationHkmf,http://www.fightsports.gr/wp-content/uploads/2017/11/hellenic-krav-maga-federation-logo.jpg,,6987 222 631,,,2155 305 027,,,,Hellenic Krav Maga Federation (HKMF),polemikes-texnes,krav-manga,Krav Maga,YES,,,NO,,,
139,977,"Λεωφόρος Ηρακλείου 409,Ηράκλειο,Τ.Κ. 14121",Αθλητισμός,Αθήνα,,,,wefit,,,info@kozasports.gr,https://www.facebook.com/kozasportsclub,kozasportsclub,logo2.png,,,,Ηράκλειο,,,,,KOZA Sports,athlitismos,ping-pong,PING PONG,YES,,,NO,http://kozasports.gr/,,14121
140,1766,"Πλάτωνος 7,Χαλάνδρι,Τ.Κ:15234",ΘΑΛΑΣΣΙΑ ΣΠΟΡ,Αθήνα,,,,wefit,,,kitesurfinathens@gmail.com,https://www.facebook.com/KitesurfInAthens,KitesurfInAthens,1477905_516932755070635_301532375_n.png,,,,Χαλάνδρι,,,,,Kitesurf in Athens,#N/A,#REF!,,YES,,,NO,http://www.kitesurfinathens.gr/,,:15234
141,319,"Ελ.Βενιζέλου & Χατζηδάκη7,Ελευσίνα",Πολεμικές τέχνες,Αθήνα,,,"Muay Thai,Kickboxing,Tae Kwon Do",fightsports.gr,,,x.xatzisaselefsis@hotmail.com,https://www.facebook.com/KickBoxingxatzisteamelefsina/timeline,KickBoxingxatzisteamelefsina,http://www.fightsports.gr/wp-content/uploads/2015/08/elefsis-logo.jpg,,6947 076 150 - 6982 099 883,,,210 55 61 724,,,,Α.Σ ΕΛΕΥΣΙΣ,polemikes-texnes,#REF!,,YES,,,NO,,,
142,947,"Οζόλων 1, Ζωγράφου,T.K. 15771",Πολεμικές τέχνες,Αθήνα,,,,wefit,,,astratis2@gmail.com,https://www.facebook.com/KickBoxing.Zografou/timeline,KickBoxing.Zografou,1904109_501672876618485_693631792_n.jpg,,,,Ζωγράφου,,,,,Fighting Spirit kick boxing club Ζωγράφου,polemikes-texnes,#REF!,,YES,,,NO,http://fighting-spirit-club.blogspot.gr/,,15771
143,1052,"Ακτής & Λητούς, Καβούρι, ΤΚ 16671",Αθλητισμός,Αθήνα,,,,wefit,,,info@kavouritennisclub.gr,https://www.facebook.com/kavouritennisclub.gr,kavouritennisclub.gr,logo.bmp,,,,Καβούρι,,,,,Kavouri Tennis Club,athlitismos,tennis,TENNIS,YES,,,NO,http://kavouritennisclub.gr/,,16671
144,158,ΟΑΚΑ-ΚΟΛΥΜΒΗΤΗΡΙΟ (ΑΙΘΟΥΣΑ ΣΥΓΧΡΟΝΙΣΜΕΝΗΣ ΚΟΛΥΜΒΗΣΗΣ ΔΙΠΛΑ ΣΤΟ ΑΝΑΨΥΚΤΗΡΙΟ),Πολεμικές τέχνες,Αθήνα,,,,wefit,,,,https://www.facebook.com/karatewayoaka?fref=ts,karatewayoaka,1231650_515906378486751_1085423665_n.jpg,,,,,,,,,Α.Σ. Αρμονία,polemikes-texnes,#REF!,,YES,,,NO,http://karatewayoaka.com/,,
145,359,"Κηφισίας 37,Μαρούσι",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,,https://www.facebook.com/karatewayoaka,karatewayoaka,http://www.fightsports.gr/wp-content/uploads/2013/11/karateway_oaka.png,,6946 754 570,,,210 80 53 202,,,,Αθλητικός Σύλλογος Καράτε «Αρμονία»,polemikes-texnes,karate,Karate,YES,,,NO,,,
146,315,"Λ. Ηρώων Πολυτεχνείου 16, Πειραιάς",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,info@karatepeiraias.gr,https://www.facebook.com/karatepeiraias,karatepeiraias,http://www.fightsports.gr/wp-content/uploads/2015/09/karate-peiraias-logo.jpg,,6944 214 589,,,2121 044 392,,,,Karate Peiraias,polemikes-texnes,karate,Karate,YES,,,NO,,,
147,1591,"Σεβαστείας και Ιθώμης,Περιστέρι,Τ.Κ 12134",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/JoeWeiderGyms?fref=ts,JoeWeiderGyms,sociall_logo_negative_preview (4).jpg,,,,Περιστέρι,,,,,SOCIAL ARENAS,kleistou-xorou,#REF!,,YES,,,NO,http://www.joegyms.gr/,,12134
148,1388,"ΛΙΒΙΣΙΟΥ 62,ΝΕΑ ΜΑΚΡΗ,Τ.Κ.19005",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/JoeWeiderGyms,JoeWeiderGyms,sociall_logo_negative_preview (7).jpg,,,,ΝΕΑΜΑΚΡΗ,,,,,Social Arenas,kleistou-xorou,#REF!,,YES,,,NO,http://www.joegyms.gr/,,19005
149,1076,"ΔΑΒΑΚΗ 37 & ΑΝΔΡΟΜΑΧΗΣ,ΚΑΛΛΙΘΕΑ,Τ.Κ.17673",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/JoeWeiderGyms,JoeWeiderGyms,sociall_logo_negative_preview.jpg,,,,ΚΑΛΛΙΘΕΑ,,,,,Social Arenas kalithea,kleistou-xorou,#REF!,,YES,,,NO,http://www.joegyms.gr/,,17673
150,1127,"Λ.ΔΗΜΟΚΡΑΤΙΑΣ 17,ΚΕΡΑΤΣΙΝΙ,Τ.Κ. 18756",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/JoeWeiderGyms,JoeWeiderGyms,sociall_logo_negative_preview (11).jpg,,,,ΚΕΡΑΤΣΙΝΙ,,,,,Social Arenas Keratsini,kleistou-xorou,#REF!,,YES,,,NO,http://www.joegyms.gr/,,18756
151,1297,"Π.ΤΣΑΛΔΑΡΗ 24,ΜΕΛΙΣΣΙΑ.Τ.Κ 15127",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/JoeWeiderGyms,JoeWeiderGyms,sociall_logo_negative_preview (1).jpg,,,,ΜΕΛΙΣΣΙΑ.Τ.Κ15127,,,,,Social Arenas Melissia,kleistou-xorou,#REF!,,YES,,,NO,http://www.joegyms.gr/,,
152,1380,"ΕΛ.ΒΕΝΙΖΕΛΟΥ 169,ΝΕΑ ΕΡΥΘΡΑΙΑ,Τ.Κ 14671",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/JoeWeiderGyms,JoeWeiderGyms,sociall_logo_negative_preview (6).jpg,,,,ΝΕΑΕΡΥΘΡΑΙΑ,,,,,Social Arenas Nea Erythraia,kleistou-xorou,#REF!,,YES,,,NO,http://www.joegyms.gr/,,14671
153,1524,"ΓΡ.ΛΑΜΠΡΑΚΗ 87,ΠΕΙΡΑΙΑΣ,Τ.Κ. 18534",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/JoeWeiderGyms,JoeWeiderGyms,sociall_logo_negative_preview (2).jpg,,,,ΠΕΙΡΑΙΑΣ,,,,,Social Arenas Pireas,kleistou-xorou,#REF!,,YES,,,NO,http://www.joegyms.gr/,,18534
154,287,"Θησέως 7α,Καλλιθέα",Πολεμικές τέχνες,Αθήνα,,,"ΒΟΧΕ SAVATE,Kickboxing,Boxing",fightsports.gr,,,teamioannidis@gmail.com,https://www.facebook.com/ioannidis.fighting.team,ioannidis.fighting.team,http://www.fightsports.gr/wp-content/uploads/2016/11/ioannidis-team-logo.jpg,,6949 401 427,,,210 92 36 791,,,,Ioannidis Team,polemikes-texnes,#REF!,,YES,,,NO,,,
155,1753,"Ιθακής 5,Χαϊδάρι,Τ.Κ: 12461",Πολεμικές τέχνες,Αθήνα,,,,wefit,,,,https://www.facebook.com/inikites,inikites,524691_386375878161496_1198257669_n.png,,,,Χαϊδάρι,,,,,Α.Σ. Οι Νικητές,polemikes-texnes,#REF!,,YES,,,NO,,,12461
156,255,"Σκουφά 43,Αχαρνές",Πολεμικές τέχνες,Αθήνα,,,"Wing Chun,Muay Thai",fightsports.gr,,,itsinari@yahoo.gr,https://www.facebook.com/imbaacharneshellas/,imbaacharneshellas,http://www.fightsports.gr/wp-content/uploads/2017/11/muay-boran-acharnes-logo.jpg,,,,,Κιν.: 6978 797 194,,,,Imba Muay Boran Acharnes,polemikes-texnes,#REF!,,YES,,,NO,,,
157,1422,"Πράσινου Λόφου και Μπιζανίου 44,Νέο Ηράκλειο Αττικής,Τ.Κ 14122",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@ileanaspilates.gr,https://www.facebook.com/ileanaspilateshouse?fref=ts,ileanaspilateshouse,10676306_282559718604804_2339323589415077425_n.jpg,,,,ΝέοΗράκλειοΑττικής,,,,,ileana's pilates house,kleistou-xorou,pilates,Pilates,YES,,,NO,http://www.ileanaspilates.gr/,,14122
158,1734,"Ολυμπιονικών 220 & Λυκούργου, Φάρος Ψυχικού, Τ.Κ. 15451",Κλειστού Χώρου,Αθήνα,,,,wefit,,,hotyogaathens3@gmail.com,https://www.facebook.com/HOTYOGAATHENS?fref=ts,HOTYOGAATHENS,psyhiko7.jpg,,,,ΦάροςΨυχικού,,,,,HOT YOGA,kleistou-xorou,yoga,Yoga,YES,,,NO,http://www.hot-yoga.gr/,,15451
159,919,"Λ. Βουλιαγμένης & Παπαφλέσσα 1α, Ελληνικό, ΤΚ 16777",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@hippocampus.gr,https://www.facebook.com/hippocampus.fitnessclub?fref=ts,hippocampus.fitnessclub,logo (62).jpg,,,,Ελληνικό,,,,,Hippocampus Fitness Club,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://www.hippocampus.gr/,,16777
160,296,"Κρέμου 53,Καλλιθέα",Πολεμικές τέχνες,Αθήνα,,,"Ju Jitsu,Krav Maga,Muay Thai,MMA",fightsports.gr,,,kamishinryuhellas@yahoo.com,https://www.facebook.com/HellasdojoMoschonas/,HellasdojoMoschonas,http://www.fightsports.gr/wp-content/uploads/2014/02/181246_284930598319706_1294105599_n.jpg,,6970 885 354,,,2177 346 052,,,,Α.Σ. Δράκος – Moschonas Team,polemikes-texnes,#REF!,,YES,,,NO,,,
161,1474,"Λ. Αμφιθέας 103 , Π.Φάληρο , ΤΚ 17564",Κλειστού Χώρου,Αθήνα,,,,wefit,,,heartbeat.athens@gmail.com,https://www.facebook.com/heartbeattrainingstudio?fref=ts,heartbeattrainingstudio,10169448_459571024189573_7740639371759656581_n.jpg,,,,Π.Φάληρο,,,,,Heartbeat Training Studio,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://www.heartbeat-athens.gr/,,17564
162,1379,"Αναξαγόρα 13, Νεα Eρυθραία, TK 14671",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@healthcure.gr,https://www.facebook.com/healthcure.gr,healthcure.gr,logo (1).jpg,,,,ΝεαEρυθραία,,,,,Healthcure,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://healthcure.gr/,,14671
163,1137,"Γρηγορίου Λαμπράκη 337,Κερατσίνι,Τ.Κ: 18757",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/GymRoyale?fref=ts,GymRoyale,10489688_542618399194598_755385392149318059_n.png,,,,Κερατσίνι,,,,,Gym Royale,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://gymroyale.gr/,,18757
164,1381,"Εργασίας 15, Νέα Ιωνία, ΤΚ 14234",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@golden-gym.gr,https://www.facebook.com/GymGolden?fref=ts,GymGolden,402975_381961838484264_438369505_n (2).jpg,,,,ΝέαΙωνία,,,,,Golden Gym Νέα ιωνία,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://www.golden-gym.gr/neaionia/,,14234
165,817,"Βεΐκου 35, Γαλάτσι, ΤΚ 11146",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@golden-gym.gr,https://www.facebook.com/GymGolden?fref=ts,GymGolden,402975_381961838484264_438369505_n (1).jpg,,,,Γαλάτσι,,,,,GOLDEN GYM,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://www.golden-gym.gr/,,11146
166,1205,"Κυψέλης 32, Κυψέλη, ΤΚ 11362",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/GymGolden,GymGolden,402975_381961838484264_438369505_n.jpg,,,,Κυψέλη,,,,,GOLDEN GYM ΚΥΨΕΛΗ,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://www.golden-gym.gr/Kypseli/,,11362
167,883,"Σοφοκλή Βενιζέλου 30,Δάφνης,Τ.Κ:  17235",Πολεμικές τέχνες,Αθήνα,,,,wefit,,,dafni@shaolin.com.gr,https://www.facebook.com/greekshaolin/timeline,greekshaolin,1461678_162696607273172_1435858274_n.jpg,,,,Δάφνης,,,,,Shaolin Gongfu,polemikes-texnes,#REF!,,YES,,,NO,http://www.shaolin.com.gr/,,17235
168,1796,"Φανερωμένης 13,Χολαργος,Τ.Κ: 15561",Κλειστού Χώρου,Αθήνα,,,,wefit,,,gym@gogogym.gr,https://www.facebook.com/gogo.gym?fref=ts,gogo.gym,logo (1).png,,,,ΧΟΛΑΡΓΟΣ,,,,,Go-Go Gym,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://www.gogogym.gr/,,15561
169,144,,Κλειστού Χώρου,Αθήνα,,,,wefit,,,osoyogadina@yahoo.com,https://www.facebook.com/glyfada.osoyogastudios?fref=ts,glyfada.osoyogastudios,399945_254767164601764_114688657_n.jpg,,,,,,,,,Oso yoga,kleistou-xorou,yoga,Yoga,YES,,,NO,http://www.osoyogastudios.com/,,
170,678,"Λεωφ. Αλεξάνδρας 122, Αμπελόκηποι, Τ.Κ. 10471",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@personalstudio.gr,https://www.facebook.com/georgepapadimakis,georgepapadimakis,screen-shot-2014-12-01-at-34419-pm.png,,,,Αμπελόκηποι,,,,,Personal Studio by G.Papadimakis,kleistou-xorou,personal-trainer,Personal Trainer,YES,,,NO,http://personalstudio.gr/,,10471
171,936,"Βασ. Όλγας 1, Ζάππειο, ΤΚ 10557",Κλειστού Χώρου,Αθήνα,,,,wefit,,,fokianosevents@gmail.com,https://www.facebook.com/fokianossportspark/timeline,fokianossportspark,10171216_625060590911232_3627587240067198807_n.jpg,,,,Ζάππειο,,,,,Αθλητικό Πάρκο Φωκιανού (Fokianos Sport Park),kleistou-xorou,#REF!,,YES,,,NO,,,10557
172,1429,"Λαζάρου Σώχου 5,Νέο Ψυχικό,Τ.Κ. 11525",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@fitnesslab.gr,https://www.facebook.com/fitnesslab.gr?fref=ts,fitnesslab.gr,,,,,ΝέοΨυχικό,,,,,Fitness Lab,kleistou-xorou,crossfit,Cross Fit,YES,,,NO,http://fitnesslab.gr/site2/,,11525
173,1118,"Μιχ. Μωραϊτη 66, Κατεχάκη, Τ.Κ. 11525",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@georgepapadimakis.gr,https://www.facebook.com/fitnessclubpapadimakis,fitnessclubpapadimakis,papadimakis.jpg,,,,Κατεχάκη,,,,,Personal Group by G.Papadimakis,kleistou-xorou,personal-trainer,Personal Trainer,YES,,,NO,http://www.georgepapadimakis.gr/,,11525
174,1087,"Γρυπάρης 103 & Μενελάου, Καλλιθέα, ΤΚ 17672",,Αθήνα,,,,wefit,,,fitmebyioanna@yahoo.gr,https://www.facebook.com/fitmebyioanna,fitmebyioanna,1925329_595530060525755_886731998_n.jpg,,,,Καλλιθέα,,,,,FIT ME,#REF!,#REF!,,YES,,,NO,,,17672
175,322,"Βύρωνος 13,Κάτω Χαλάνδρι",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,info@fightlab.gr,https://www.facebook.com/fightlabnakmuay?fref=ts,fightlabnakmuay,http://www.fightsports.gr/wp-content/uploads/2015/05/logo-fight-lab.jpg,,6936 869 768,,,210 67 77 944,,,,FIGHT LAB,polemikes-texnes,muay-thai,Muay Thai,YES,,,NO,,,
176,286,"Λεωφόρο Βεΐκου 117-119,Γαλάτσι (1ος όροφος)",Πολεμικές τέχνες,Αθήνα,,,"Muay Thai,Brazilian Jiu Jitsu,MMA,Kickboxing,Boxing",fightsports.gr,,,info@fightclubgalatsi.gr,https://www.facebook.com/fightclubgalatsi/?fref=ts,fightclubgalatsi,http://www.fightsports.gr/wp-content/uploads/2013/02/fc_logo_final2013.jpg,,6932 600 483,,,210 29 15 489,,,,Fight Club Central Gym Galatsi,polemikes-texnes,#REF!,,YES,,,NO,,,
177,816,"Λεωφόρος Βεϊκου 121 – 123, Γαλάτσι,T.K 111 47",Πολεμικές τέχνες,Αθήνα,,,,wefit,,,info@figthtclubgalatsi.gr,https://www.facebook.com/fightclubgalatsi,fightclubgalatsi,10334396_715898081793826_4404317514694289944_n.png,,,,Γαλάτσι,,,,,Fight Club Central Gym,polemikes-texnes,#REF!,,YES,,,NO,http://www.fightclubgalatsi.gr/,,11147
178,363,"1.Τατοΐου 80,Μεταμόρφωση - 2.Θηβών 326,Αιγάλεω - 3.Χρυσοστόμου Σμύρνης 101,Καμίνια",Πολεμικές τέχνες,Αθήνα,,,"Muay Thai,Kickboxing,Boxing",fightsports.gr,,,nikos7kritikos@hotmail.com,https://www.facebook.com/fightcampkritikos/?fref=ts,fightcampkritikos,http://www.fightsports.gr/wp-content/uploads/2013/06/230434_105156882905360_3024260_n.jpg,,6946 560 233,,,,,,,Kritikos Camp,polemikes-texnes,#REF!,,YES,,,NO,,,
179,165,,Αθλητισμός,Αθήνα,,,,wefit,,,,https://www.facebook.com/FencingClubGlyfada?fref=ts,FencingClubGlyfada,10612995_661282273970320_1037372966317888500_n.jpg,,,,,,,,,ΟΜΙΛΟΣ ΞΙΦΑΣΚΙΑΣ ΓΛΥΦΑΔΑΣ,athlitismos,fencing,Ξιφασκία,YES,,,NO,http://www.fencingclub.gr/,,
180,260,"Κοντού 21,Αθήνα",Πολεμικές τέχνες,Αθήνα,,,"Krav Maga,Kickboxing,Judo",fightsports.gr,,,judo.euathlos@gmail.com,https://www.facebook.com/euathlos/,euathlos,http://www.fightsports.gr/wp-content/uploads/2017/11/evathlos-logo.jpg,,6947 444 700,,,,,,,Α.Σ Τζούντο Εύαθλος,polemikes-texnes,#REF!,,YES,,,NO,,,
181,630,"Θηβών 357, Αιγάλεω, Τ.Κ 12244",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@entasisclub.gr,https://www.facebook.com/EntasisFitnessGym,EntasisFitnessGym,εντασισ.jpg,,,,Αιγάλεω,,,,,ENTASIS FITNESS CLUB,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://www.entasisclub.gr/,,12244
182,1122,"Αθλητικό κέντρο Αποστολοπούλου, Κάτω Χαλάνδρι, TK 15231",Αθλητισμός,Αθήνα,,,,wefit,,,vasdim1969@gmail.com,https://www.facebook.com/EnosiFilonAntisfairisisHalandriou/timeline,EnosiFilonAntisfairisisHalandriou,logo (15).jpg,,,,ΚάτωΧαλάνδρι,,,,,Ένωση Φίλων Αντισφαίρισης Χαλανδρίου - ΕΦΑΧ,athlitismos,tennis,TENNIS,YES,,,NO,,,15231
183,1352,"Ελ. Βενιζελου 181, Ν.Σμύρνη, 17123",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/EMSfitness.bymihabodytec/?fref=ts,EMSfitness.bymihabodytec,13584836_10209935001551201_5956137350455465570_o.jpg,,,,Ν.Σμύρνη,,,,,ACE fitness,kleistou-xorou,personal-trainer,Personal Trainer,YES,,,NO,http://www.miha-bodytec.com/en/,,17123
184,1469,"Πανδρόσου 59, Π. Φαληρο, ΤΚ 17563",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@dynamo-kettlebells.com,https://www.facebook.com/dynamoclubfaliro/timeline,dynamoclubfaliro,logo (74).jpg,,,,Π.Φαληρο,,,,,Dynamo Club,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://dynamo-kettlebells.com/,,17563
185,1804,"Ξανθίππου και Θουκυδίδου,Χολαργός,Τ.Κ. 15561",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@dopap.gr,https://www.facebook.com/dopappapagouxolargou,dopappapagouxolargou,dopaplogo.png,,,,Χολαργός,,,,,ΔΗΜΟΤΙΚΟ ΓΥΜΝΑΣΤΗΡΙΟ ΧΟΛΑΡΓΟΥ,kleistou-xorou,#REF!,,YES,,,NO,http://www.dopap.gr/,,15561
186,282,"Κύπρου 70,Βύρωνας",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,,https://www.facebook.com/DinamiVirona/,DinamiVirona,http://www.fightsports.gr/wp-content/uploads/2017/01/dinami-virona-logo.jpg,,6948 543 720,,,,,,,Αθλητικός Σύλλογος Δύναμη Βύρωνα,polemikes-texnes,#N/A,"Kickboxing,Karate",YES,,,NO,,,
187,1479,"Μάρκου Μπότσαρη 26-28, Π. Φάληρο, ΤΚ 17563",Κλειστού Χώρου,Αθήνα,,,,wefit,,,diaplasi@hotmail.com,https://www.facebook.com/diaplasigym.gr,diaplasigym.gr,66644_533347310021854_1449494813_n.jpg,,,,Π.Φάληρο,,,,,Υγεία και Διάπλαση Gym,kleistou-xorou,#REF!,,YES,,,NO,,,17563
188,314,"Ελ. Βενιζέλου 3Α & 33η,Ελληνικό (δίπλα στον σταθμό Μετρό Ελληνικού)",Πολεμικές τέχνες,Αθήνα,,,"Krav Maga,Muay Thai,Brazilian Jiu Jitsu,MMA,Boxing",fightsports.gr,,,info@diamondcamp.gr,https://www.facebook.com/diamond.camp.5/,diamond.camp.5,http://www.fightsports.gr/wp-content/uploads/2015/11/diamond-camp-logo.jpg,,,,,210 96 18 589,,,,Diamond Camp,polemikes-texnes,#REF!,,YES,,,NO,,,
189,1354,"Ελ. Βενιζέλου 95, Ν.Σμύρνη, ΤΚ 17123",Κλειστού Χώρου,Αθήνα,,,,wefit,,,dim.seloulis@gmail.com,https://www.facebook.com/crosstrainingclub?fref=ts,crosstrainingclub,logo (32).jpg,,,,Ν.Σμύρνη,,,,,Cross Training Club,kleistou-xorou,crossfit,Cross Fit,YES,,,NO,http://www.european-fitness.com/,,17123
190,917,"Ροδοπόλεως 66, Ελληνικό, TK16777",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@crossfitsouthfactory.gr,https://www.facebook.com/CrossfitSouthFactory,CrossfitSouthFactory,578252_200471363427882_883129319_n.jpg,,,,Ελληνικό,,,,,CrossFit South Factory,kleistou-xorou,crossfit,Cross Fit,YES,,,NO,http://www.crossfitsouthfactory.gr/#!/splash-page,,16777
191,1541,"Παπαστράτου 60 & Θερμοπυλών, Πειραιάς, ΤΚ 18545",Κλειστού Χώρου,Αθήνα,,,,wefit,,,team@boxpiraeus.gr,https://www.facebook.com/crossfitpiraeus?fref=ts,crossfitpiraeus,logo (36).jpg,,,,Πειραιάς,,,,,CrossFit Piraeus,kleistou-xorou,crossfit,Cross Fit,YES,,,NO,http://www.crossfitpiraeus.com/gym/,,18545
