,UID,about,category,checkins,cover,description,emails,id,latitude,link,located_in,longitude,page_token,phone,picture,street,website
354,293,"Αθλητική ομάδα: TAEKWONDO,KICKBOXING ΠΡΟΠΟΝΗΤΗΣ ΕΘΝΙΚΗΣ ΟΜΑΔΟΣ TKD Κ. ΠΑΡΑΣΙΔΗΣ 7 DAN W.T.F KURIAKOS PARASIDIS 7 DAN W.T.F. - PROPONITIS E8NIKHS","Stadium, Arena & Sports Venue",43,https://scontent.xx.fbcdn.net/v/t31.0-8/p720x720/22459238_1129172970546453_5430825879233096190_o.jpg?oh=67b8672c0f633a0e44252ff20e3c6751&oe=5B0A6037,"Αθλητικός σύλλογος Περιστερίου , tae kwon do - kick boxing - πυγμαχία - cross training",,770315559765531.0,38.010721,https://www.facebook.com/taekwodokickboxing/,,23.6904984,taekwodokickboxing,2105754640,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/21034186_1101809149949502_3129165019597071237_n.png?oh=fc0a1c743addbf1ed450f33f1d070069&oe=5B4E4F35,ΣΑΡΑΝΤΑΠΟΡΟΥ 62 ΠΕΡΙΣΤΕΡΙ,
355,978,Γυμναστήριο bouldering εσωτερικού χώρου. Ένας εναλλακτικός τρόπος εκγύμνασης.,Rock Climbing Gym,417,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/1556466_790237237672755_228968056_o.jpg?oh=5786db3a42a5fc7ae8a47e18b3b32379&oe=5B082759,"Προβελέγγιου 4, Ηράκλειο Αττικής, 14122 Πρόσβαση απο προαστιακό, στάση Ηράκλειο, λεωφορείο Α8 προς Μαρούσι ,στάση 9η Αμαρουσίου.",info@rockwayclimbing.com,777607275602418.0,38.06093731,https://www.facebook.com/rockway.climbing/,,23.77988916,rockway.climbing,210 2814989,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/1891009_801639153199230_698412807_n.png?oh=7cc746dd15e7e2cb0ed653165d98f9cf&oe=5B05E8BA,"Proveleggiou 4, Iraklio",http://www.rockwayclimbing.com
356,1282,Υπερσύγχρονος χώρος εκγύμνασης στο ΟΑΚΑ .,"Stadium, Arena & Sports Venue",0,https://scontent.xx.fbcdn.net/v/t31.0-0/p480x480/10835390_794847380585362_5134184990226705752_o.jpg?_nc_cat=0&oh=d38309bcf914fe5dc5caab166c1fc2b4&oe=5BAD091E,"Υπερσύγχρονος χώρος εκγύμνασης στο ΟΑΚΑ To Cube15 διαθέτει σύγχρονο εξοπλισμό, κατάλληλο προσωπικό και παρέχει υπηρεσίες υψηλού επιπέδου. Aυτό που κάνει να ξεχωρίζουν είναι η συνεχής προσαρμογή τους στα διαρκώς εξελισσόμενα δεδομένα του fitness, η χρήση εναλλακτικών μεθόδων εκγύμνασης. Το ανθρώπινο δυναμικό αποτελεί τη βάση πάνω στην οποία οικοδομείται η άριστη εξυπηρέτηση των μελών τους.. Το κέντρο μας στελεχώνεται από έμπειρους και καταρτισμένους γυμναστές με εξειδικευμένες γνώσεις, επιλεγμένους με αυστηρές διαδικασίες, πρόθυμους και αφοσιωμένους στο έργο τους, έτοιμους να ανταποκριθούν άμεσα και αποτελεσματικά σε οποιαδήποτε κατάσταση",,794781870591913.0,,https://www.facebook.com/Cube15-794781870591913/,,,Cube15-794781870591913,210 6811482,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/10407341_796903780379722_8232523533432458526_n.jpg?_nc_cat=0&oh=659f468e9670cc543b58b8cbcc18d664&oe=5BA7FA0D,Εθνικό Προπονητήριο ΟΑΚΑ,http://Www.cube15.gr
357,769,"Ακαδημίες στίβου Τμήματα junior (Δ\Π) 5:30-6:30 Σάβ:10:00 παίδες- κορασίδες Δ/Π.6:30-7:30,Σαβ10:30 Έφηβοι- Νέες Αντρών- Γυναικών Βετεράνων",Sports & Recreation,37,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/12015238_948315168567999_6006794182541986408_o.jpg?oh=66d0b388cfd75506a35a18d41d37f461&oe=5B011C01,,aodromeas@gmail.com,801722749893909.0,37.8333511,https://www.facebook.com/a.o.dromeasvaris/,,23.7842007,a.o.dromeasvaris,6936115011,https://scontent.xx.fbcdn.net/v/t1.0-1/c1.0.50.50/p50x50/15965137_1271132566286256_714307100545620927_n.jpg?oh=872e8a21111a5adc6094405025570ebf&oe=5B055914,ΔΗΜΟΤΙΚΟ ΣΤΑΔΙΟ ΒΑΡΗΣ,
358,1547,,"Stadium, Arena & Sports Venue",4435,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/13497781_1003805663068907_6254138895941796713_o.jpg?oh=bbe99c19acdc79e754ff0cec31e38363&oe=5B0AB577,,stavrosstof@gmail.com,818322828283859.0,37.9428596,https://www.facebook.com/piraeuscolosseum.arena/,,23.6472301,piraeuscolosseum.arena,2104221322,https://scontent.xx.fbcdn.net/v/t1.0-1/c2.0.50.50/p50x50/11813296_818322938283848_8363192485664300892_n.jpg?oh=0f64c567c1892c80bc58f4db54024540&oe=5B052DD6,Omhridoy Skylitsh 14,http://www.piraeuscolosseumfightingarena.com/
359,223,Η επίσημη σελίδα Facebook του Ελληνικού Συνδέσμου Ιαπωνικών Πολεμικών Τεχνών (ΜΚΧ) μέλους της Dai Nippon Butoku Kai.,Nonprofit Organization,4,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/11707823_854142998007557_1307206644610812423_o.jpg?oh=f87b6c912cb6bf980ac6b26c340a9b39&oe=5B40D569,,info@hekoba.net,822405554514635.0,40.84628122,https://www.facebook.com/aikijujutsu.hekoba/,,25.86595774,aikijujutsu.hekoba,#ERROR!,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/11150669_828656260556231_5453788052109413373_n.jpg?oh=11d9b23db64160395f168c4d15f51e5e&oe=5B46D0F7,(κλειστό γυμν. Α' Δημοτ.Σχολείου-Αλεξανδρούπολης),http://www.hekoba.net
360,187,"Karate Shotokan-τμήματα παιδικά & ενηλίκων. Brazilian Jiu Jitsu Cross Training με trx, kettlebells, medicine balls Σολάρι, Κέρκυρα/Corfu",Martial Arts School,295,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/21558972_1666800653344304_5689552240502367575_n.jpg?oh=159a5207b4318420da713c3a6d8b8292&oe=5B3E14E6,"Παραδοσιακό & Αγωνιστικό Καράτε Skotokan Παραδοσιακό και αγωνιστικό καράτε σότοκαν, σε τμήματα παιδικά, εφηβικά & ενηλίκων. Αναγνωρισμένος σύλλογος από τη Γενική Γραμματεία Αθλητισμού, μέλος της ΕΛΟΚ και της παγκόσμιας Ομοσπονδίας Σότοκαν Καρέτα(SKIF),με πανελλήνιες χρυσές και αργυρές διακρίσεις. Φυσική κατάαση, αυτοέλεγχος,αυτοπεποίθηση, βελτίωση αντανακλαστικών, αυτοάμυνα, συνδυαστική σκέψη.H αυθεντικότερη και πλέον διαδεδομένη πολεμική τέχνη, το Shotokan karate . Brazilian Jiu Jitsu Ένα από τα ραγδαίως αναπτυσσόμενα μαχητικά σπορ & συστήματα αυτοάμυνας που εστιάζει στην πάλη εδάφους. Προπονηθείτε με την πρωταθλήτρια ομάδα Ρίο Γκράμπλινγκ Κλαμπ, σε ένα από τα δημοφιλέστερα μαχητικά αθλήματα στον κόσμο. CrossTraining- Λειτουργική προπόνηση Στο χώρο του Solar ,λειτουργούν τμήματα Cross Training, με όλα τα σύγχρονα μέσα εκγύμνασης - trx, kettlebells, medicine balls, με στόχο την ολοκληρωτική εκγύμναση όλων των μυικών ομάδων.",solarcorfutraining@gmail.com,826445734046471.0,39.62287939,https://www.facebook.com/SOLARSHOTOKANKARATECORFU/,,19.89795685,SOLARSHOTOKANKARATECORFU,#ERROR!,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/21761753_1666909593333410_8827396286675071104_n.jpg?oh=41621502841d950be2fcd4d1c4772077&oe=5B458E01,SOLARI,https://www.facebook.com/search/top/?q=solar%20karate
361,1470,,Martial Arts School,136,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/21743512_1470528829702891_6798879033463365499_o.jpg?_nc_cat=0&oh=27e55a4a52b460dd07d90e6d794fd219&oe=5BA69C3F,"Αυτή είναι η επίσημη σελίδα του Ρωσικού Συστήματος Μάχης STORM. To σύστημα STORM είναι ένα εκπαιδευτικό πρόγραμμα μάχης σώμα με σώμα που βασίζεται στην μίξη της κλασικής ρωσικής πολεμικής τέχνης με την σύγχρονη αυτοάμυνα δρόμου. Το σύστημα STORM έχει επιρροές από την ρωσική πυγμαχία, το combat sambo, τις ρωσικές σχολές ROSS, Izvor και Systema, και την προπονητική μεθοδολογία Dynamo Concepts. Στο Ρωσικό Σύστημα Μάχης STORM διδάσκονται : Κτυπήματα - όρθια πάλη - ανατροπές - μάχη εδάφους - άμυνα σε αιχμηρά και κρουστικά όπλα - χρήση μαχαιριού και αυτοσχέδιων όπλων - εγρήγορση, αξιολόγηση και πρόληψη κινδύνου - πρακτικές γνώσεις αυτοάμυνας. Εκπαιδευτής του STORM στο Dynamo Club είναι ο Βασίλης Σταματίου.",,827543387334775.0,37.9324299,https://www.facebook.com/STORMRussianCombatSystem/,,23.70763,STORMRussianCombatSystem,6976615620,https://scontent.xx.fbcdn.net/v/t1.0-1/c4.0.50.50/p50x50/11260527_827543880668059_5667948707691018954_n.jpg?_nc_cat=0&oh=491980227aac67b628a8ec1dedf6d8c9&oe=5BA1E7BA,"Pandrosou 50, Paleo Faliro",http://stormsystem.gr/
362,952,Japanese swordsmanship Iaido Japanese Aikido,Martial Arts School,160,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/62626_950642548303336_2153438529935113730_n.png?oh=f98f938b69a0422f062b0e0cb39b2e08&oe=5B416CAC,,info@hakushinkai-athens.gr,828621470505445.0,37.93877049,https://www.facebook.com/HakushinkaiAthens/,,23.7522936,HakushinkaiAthens,#ERROR!,https://scontent.xx.fbcdn.net/v/t1.0-1/c2.0.50.50/p50x50/10620531_828623597171899_1096607951814684467_n.png?oh=7f71ec3225434c0781952cda21d4f6f8&oe=5B0124F6,Κυδαθηναίων 5,http://www.hakushinkai-athens.gr
363,1296,Baby Swimming Εκμάθηση Κολύμβησης Αγωνιστική Κολύμβηση,Sports Team,0,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/11163154_829159140508848_1757271925661660279_o.jpg?oh=453537c7a8271854047402130a21d2b2&oe=5B4869C1,"Ο Α.Ο. Πεντελικού ιδρύθηκε το 2013 με κύριο σκοπό την καλλιέργεια και ανάπτυξη του αθλήματος της κολύμβησης στην ευρύτερη περιοχή των Μελισσίων. Ιδρυτής και υπεύθυνος προπονητικών προγραμμάτων όλων των τμημάτων είναι ο πρώην πρωταθλητής κολύμβησης Ζάρας Κωνσταντίνος. Οι προπονητές του συλλόγου είναι πτυχιούχοι με ειδικότητα στην κολύμβηση. Tο σωματείο προσφέρει: Προγράμματα κολύμβησης βρεφών τα οποία απευθύνονται σε βρέφη και νήπια ηλικίας 6 μηνών ως 3 ετών με τον γονέα να συνοδεύει το παιδί στο νερό. Καθοδηγούμενα προγράμματα για παιδιά ηλικίας τριών ετών και πάνω, από αρχάριους έως και την αγωνιστική κολύμβηση.",aopentelikou@gmail.com,829159053842190.0,,https://www.facebook.com/aopentelikou/,,,aopentelikou,6941464247,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/11067124_829159110508851_9040663413654778607_n.jpg?oh=dc9ba512f6958a576bcb5fd1ce6aa213&oe=5B0BF0C4,Υψηλάντου 7 & Παναγούλη,http://aopentelikou.gr/
364,1047,"Δοκιμαστικά μαθήματα για μικρούς και μεγάλους , εντελώς δωρεάν Πληροφορίες 6934305464 / 210 6858024","Stadium, Arena & Sports Venue",0,https://scontent.xx.fbcdn.net/v/t31.0-0/p180x540/14524979_1213343218703821_1108271234649671586_o.jpg?oh=03d29113ca0012f028fedbf792f32fec&oe=5B460247,,,847212931983520.0,,https://www.facebook.com/TzanosKarateAcademyChalandri/,,,TzanosKarateAcademyChalandri,2106858025,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/10501684_847223105315836_2532434673970448307_n.jpg?oh=8f80c87b90a25badb9131b715de2e05f&oe=5B3AF763,"Σαρανταπόρου 47 , Κ.Χαλάνδρι",https://www.karatechalandri.gr/
365,283,Kick boxing club Νεο Ηρακλειο ΝΙΚΟΣ ΜΠΙΛΑΣ Αναγνωρισμενος προπονητης απο Γ.Γ.Α - Π.Ο.Κ - W.A.K.O,Fitness Venue,160,https://scontent.xx.fbcdn.net/v/t31.0-0/p180x540/21688177_1441146216006602_4906657752314194104_o.jpg?_nc_cat=0&oh=0ea872e80be5795a9eafdb163ed078dc&oe=5BB1EAB5,,,849668141821082.0,35.3063316,https://www.facebook.com/ΑΣΠάνθηρες-kick-boxing-Bilas-team-849668141821082/,,25.1410084,ΑΣΠάνθηρες-kick-boxing-Bilas-team-849668141821082,6951231213,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/13770276_1011639102290651_6026364430999274668_n.jpg?_nc_cat=0&oh=cf22db4e0e0b256a608cd471e6039abf&oe=5BE3A164,Πευκων 70,http://www.panthires.com
366,1765,Σας προσκαλούμε με μια δωρεάν προπόνηση να έρθετε να δείτε το νέο μας χώρο και να μας γνωρίσετε από κοντά.,Gym/Physical Fitness Center,3411,https://scontent.xx.fbcdn.net/v/t31.0-8/q81/s720x720/28336980_1851016714909125_1860942705054952348_o.jpg?oh=22bc01a6d8b3e554192f9db6ff698297&oe=5B417567,"Μετά από 21 ολόκληρα χρόνια επιτυχημένης πορείας στο χώρο του fitness και των γυμναστηρίων, ανοίγουμε την αγκαλιά μας για να σας υποδεχθούμε σε ένα νέο χώρο 1.300 τμ στη καρδιά του Χαλανδρίου (Δ.ΠΛΑΚΕΝΤΙΑΣ 8 , 100 μ από το σταθμό του μετρό Αγ. Παρασκευής). Με προγράμματα υψηλής ποιότητας, αναβαθμισμένες παροχές και με επαγγελματίες γυμναστές, το AXIONFITNESSCLUB υπόσχεται πως θα συνεχίσει να ικανοποιεί τις ανάγκες και τις επιθυμίες των μελών του. Εκτός από την αίθουσα του fitnessπου περιλαμβάνει μηχανήματα και ελεύθερα βάρη, σε μια μεγάλη και καλά κλιματιζόμενη αίθουσα πραγματοποιούνται ομαδικά προγράμματα με πρωινά και απογευματινά τμήματα. Χαρακτηριστική είναι η ποικιλία των προγραμμάτων, που θα σας οδηγήσει στην επίτευξη των προσωπικών σας στόχων. Αερόβια και διαλλειμματικά προγράμματα για την καύση του λίπους και τη βελτίωση της καρδιαγγειακής απόδοσης, δυναμικά για τη σμίλευση του σώματος, καθώς και προγράμματα ορθοσωμίας. Σε μια ξεχωριστή και ειδικά διαμορφωμένη αίθουσα με ποδήλατα εσωτερικού χώρου πραγματοποιείται το CYCLING, ενώ στο κάτω επίπεδο του γυμναστηρίου λειτουργεί ένας μεγάλος, ενιαίος χώρος, για τους λάτρεις του CROSSFIT και του FUNCTIONALTRAINING. Με μεγάλη χαρά θέλουμε επίσης να σας ενημερώσουμε, πως στο AXIONFITNESSCLUB λειτουργούν ολιγομελή τμήματα PRENATALPILATES για μέλλουσες μητέρες. Για τα μέλη μας που επιθυμούν να γυμναστούν ατομικά υπό τις οδηγίες καταρτισμένων γυμναστών, υπάρχει ειδική αίθουσα καθώς και οικονομικά πακέτα. Θέλουμε πραγματικά να ευχαριστήσουμε όλα μας τα μέλη για την προτίμηση και την εμπιστοσύνη που μας δείχνουν όλα αυτά τα χρόνια και που αποτέλεσαν για εμάς κινητήρια δύναμη για αυτό το επόμενο μας βήμα. Σας προσκαλούμε με μια δωρεάν προπόνηση να έρθετε να δείτε το νέο μας χώρο και να μας γνωρίσετε από κοντά.",info@axiongym.gr,853720011305472.0,38.01913944,https://www.facebook.com/AxionFitnessClub/,,23.80902529,AxionFitnessClub,2106841300,https://scontent.xx.fbcdn.net/v/t1.0-1/c13.0.50.50/p50x50/21231248_1668753443135454_4266665803593582730_n.jpg?oh=3c67a66c82704fcd406e89824ba87023&oe=5B4C5B8E,"Δουκισσης Πλακεντιας 8, Πλ. Κέννεντυ, Χαλάνδρι",http://axiongym.gr
367,1424,Α.Σ Πολεμικών Τεχνών Πρωταθλητές : Tae Kwon Do (I.T.F) Kick Boxing K1 Muay Thai Αυτοάμυνες Ιδιαίτερα Μαθήματα (Και στον χώρο σας),Sports Team,0,https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/11960035_853931821387825_8113457460314935177_n.jpg?oh=5a3f9fdc1f18d490749f148a9a4598c0&oe=5B0403FC,Προπονήσεις καθημερινά Δευτέρα έως Παρασκευή. ΤΜΗΜΑΤΑ: 18:00-19:00 (TAE KWON DO 4-9 ετών) 19:00-20:00 (TAE KWON DO 10-15 ετών) 20:00-21:00 (TAE KWON DO 16 και άνω) 21:00-22:30 (KICK BOXING K1 όλες οι ηλικίες) ΠΡΩΙΝΑ ΤΜΗΜΑΤΑ: ΚΑΘΕ ΤΡΙΤΗ-ΤΕΤΑΡΤΗ & ΠΑΡΑΣΚΕΥΗ ΣΤΙΣ 10:30-11:45,lagosbill@windowslive.com,853851068062567.0,,https://www.facebook.com/asProtathlitesLagosTeam/,,,asProtathlitesLagosTeam,"2109270912, 6978858590, 6987294562",https://scontent.xx.fbcdn.net/v/t1.0-1/c13.0.50.50/p50x50/11951962_853853291395678_1299530156673660581_n.jpg?oh=a45652f7de6336a459f211017478cd5a&oe=5B079C15,"Μίνωος 3, Νέος Κόσμος, 3ος όροφος (πλησίον μετρό Άγιος Ιωάννης)",https://www.facebook.com/asProtathlitesLagosTeam / instagram: a.s_protathlites
368,317,"Ο Σύλλογός είναι εν δυνάμη μέλος της (ΕΛ.Ο.Τ.) & της Γ.Γ.Α και λειτουργεί με επιτυχία,έχοντας όλες τις νόμιμες άδειες λειτουργίας.",Martial Arts School,2839,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/31947990_1669530633122940_5942325478672039936_o.jpg?_nc_cat=0&oh=0a23410bfb445e740c684d8f3599a429&oe=5BA3B3D0,"Tae Kwon Do Ολυμπιακό Άθλημα Σχετικά με εμάς: Ο Αθλητικός Σύλλογος Tae Kwon Do «Πανόραμα» ξεκίνησε το 2015 και βρίσκεται στην οδό Κλεισούρας αρ. 33 Πετρούπολη. Τι κερδίζετε με το Τae kwon do • Ισορροπία, ευλυγισία και ελαστικότητα • Αντανακλαστικά, ταχύτητα και απόλυτο συγχρονισμό κινήσεων • Καλύτερη φυσική κατάσταση και μεγαλύτερη φυσική αντοχή • Βελτίωση σε μεγάλο βαθμό της καρδιοαναπνευστικής λειτουργίας • Κινητοποίηση του μεταβολισμού και κάψιμο του λίπους • Αυτοέλεγχο, αυτοσυγκέντρωση, πειθαρχία • Εκτόνωση, αφού με την προπόνηση χαλαρώνετε από το θυμό και το άγχος Προπονητές είναι Χρήστος Ζώτος , ξεκίνησε το Tae Kwon Do το 1989 , • κάτοχος 3ου DAN , • πρωταθλητής επι σειρά ετών και Βαλκανιονίκης ( επίσης υπήρξε μέλος της Εθνικής ομάδας μας) . • εκπαιδευτής αστυνομικής αυτοάμυνας ενόπλων δυνάμεων & σωμάτων ασφαλείας. • Πτυχιούχος της σχολής προπονητών της E.T.U (Eυρωπαϊκή Eνωση Tae Kwon Do). • Πολυετή εμπειρία ως βοηθός (προπονητή) και αργότερα ως προπονητής σε συλλόγους της Αττικής με διακρίσεις σε πανελληνίο επίπεδο. Αγγελική Ζώτου , ξεκίνησε το Tae Kwon Do το 1995 , • Κάτοχος 1ου Dan • Πρωταθλήτρια Ελλάδος • Κυπελλούχος Ελλάδος • Πολυετή εμπειρία ως βοηθός (προπονητή) σε συλλόγους της Αττικής με διακρίσεις σε πανελλήνιο επίπεδο. • Πτυχιούχος της Σχολής Επαγγελμάτων Υγείας και Πρόνοιας του Α.Τ.Ε.Ι Αθηνών . Δάσκαλός τους είναι ο Master Κυριάκος Παρασίδης 6 Dan W.T.F , προπονητής Εθνικής ομάδος , σύμβουλος προπονήσεων στον συλλογό μας. Ρυθμική Γυμναστική O A.Σ. «Πανόραμα» είναι ένας από τους ελάχιστους συλλόγους που θα διαθέτει καθηγήτριες Φυσικής Αγωγής με την ειδικότητα της Ρυθμικής και όλο τον απαραίτητο αθλητικό εξοπλισμό. Η Ρυθμική Γυμναστική είναι ένα από τα ομορφότερα αθλήματα που συνδυάζει το χορό, τη μουσική και τη χρήση οργάνων (μπάλα, σχοινάκι, κορδέλα, στεφάνι, κορίνες) σε απόλυτη αρμονία με γυμναστικές ασκήσεις, που χαρίζουν υγεία, χάρη και ευλυγισία. Kick Boxing Η πολεμική τέχνη του Kick Boxing αποτελεί συνδυασμό δύο αθλημάτων: του ΤΑΕ ΚΒΟΝ ΝΤΟ και του ΜΠΟΞ. Οι ασκήσεις περιλαμβάνουν πολλά λακτίσματα με τα πόδια και χτυπήματα με τα χέρια. Το Kick Boxing απαιτεί απόλυτη αυτοσυγκέντρωση γιατί πρέπει να συγχρονιστούν τα χέρια με τα πόδια (αλλά και το μυαλό), ενώ η σωστή τεχνική είναι ο βασικότερος παράγοντας επιτυχημένης εξάσκησης. Με το Kick Boxing θα γυμνάσετε πλήρως το σώμα σας και ταυτόχρονα θα αυξήσετε τη μυϊκή σας δύναμη και αντοχή. Σε συνδυασμό με την κυκλική γυμναστική αποτελεί έναν πολύ δυναμικό τρόπο εκγύμνασης για όλο το σώμα, απευθύνεται σε όλους και αποτελεί ένα εφόδιο αυτοάμυνας σε κατάσταση έκτακτης ανάγκης. Γιατί να προτιμήσετε τη σχολή μας • Για εκπαίδευση από έμπειρους δασκάλους & καθηγητές φυσικής αγωγής • Για ασφαλή προπόνηση για μικρούς και μεγάλους • Για συμμετοχή σε όλα τα πρωταθλήματα, επίσημα και διασυλλογικά • Για μαθήματα σε άτομα ηλικίας ανω των 4 ετών • Για εξετάσεις με κύρος, αξιοπιστία και αναγνώριση από τις αντίστοιχες πανελλήνιες και διεθνείς ομοσπονδίες • Για διακρίσεις και bonus για τα Α.Ε.Ι. • Για τις άρτιες, πλήρως εξοπλισμένες εγκαταστάσεις",tkdpanorama@gmail.com,854700784605933.0,38.0465393,https://www.facebook.com/Athletic-Club-Panorama-854700784605933/,,23.6722603,Athletic-Club-Panorama-854700784605933,6907923420,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/21192818_1443037729105566_2956119748034512288_n.jpg?_nc_cat=0&oh=13ae38c0298794a53cd86f332ba03770&oe=5BDFF237,Κλεισούρας 33,http://WWW.CHRISTOSZOTOS.COM
369,1142,"Functional training, yoga, pilates, aerial dance επιπεδο αρχαρίων, ειδική προπόνηση αθλητών, ιμάντες, αποκατάσταση τραυματισμών, personal & group training.",Gym/Physical Fitness Center,1243,https://scontent.xx.fbcdn.net/v/t1.0-9/17796126_1376384439089636_7647887675238151265_n.jpg?oh=16d5a2ad1d0bef0f2df190d9b694d467&oe=5B4C519F,,info@silvereight.gr,856593934402025.0,37.9731102,https://www.facebook.com/silvereightstudio/,,23.6245403,silvereightstudio,213 0251319 - 6944799665,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/11426219_916217555106329_8808592818792523479_n.jpg?oh=61aa4610e95e7621201eb64fbe55e45a&oe=5B4CF38D,Βασίλειου Μελέτη 5,http://www.silvereight.gr
370,299,Kick Boxing - Muay Thai Academy Κέντρο Εκπαίδευσης και Πολιτισμού του Σώματος Kick Boxing - Muay Thai,Gym/Physical Fitness Center,528,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/21457612_1590672194325771_4132070929758423123_o.jpg?_nc_cat=0&oh=9bd9504bb2d78635f88a1125dfdbc0c8&oe=5BB179C5,Kick Boxing - Muay Thai Academy Κέντρο Εκπαίδευσης και Πολιτισμού του Σώματος Kick Boxing - Muay Thai,info@royalacademy.com.gr,887019848024346.0,38.07326443,https://www.facebook.com/MogadamTeam/,,23.79067898,MogadamTeam,211 183 5563,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/14907017_1285323734860620_1839317244782591413_n.jpg?_nc_cat=0&oh=909addb293f6abc750d2d3852bab136e&oe=5BE5727C,Χανίων 1,
371,1338,"Aikido, Kendo, Iaido, Tenshin Shoden Katori",Martial Arts School,127,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/20232090_1362131983916245_8932452005054631185_o.jpg?_nc_cat=0&oh=6f1ad6f74a957f01153c9580eec0b1c9&oe=5BA7488E,,aikiadam1@yahoo.gr,888231501306298.0,37.959389,https://www.facebook.com/Aikido-Kobukan-Dojo-888231501306298/,,23.7268214,Aikido-Kobukan-Dojo-888231501306298,,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/14224823_960999844029463_2874937208534778613_n.jpg?_nc_cat=0&oh=cf2fbd0d779d3618d90ab2f8c6d5512b&oe=5BA9035E,Ameinokleous 18 Neos Kosmos,http://aikidokobukandojo.wix.com/aikidokobukan
372,1738,"Ο Αθλητικός Όμιλος Φιλοθέης ιδρύθηκε το 1956 και έχει ως έδρα το Δημοτικό Γυμναστήριο Φιλοθέης << Στέλιος Κυριακίδης >>,Καλλιγά 77,Φιλοθέη.",Sports Club,457,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/27624926_1532796596756922_7067723804045017354_o.jpg?oh=5ccb90e5f101f1c2c5c11b6b35c942bb&oe=5B451A1E,,aof1956@gmail.com,894797927223462.0,38.0274277,https://www.facebook.com/aof1956/,,23.7806969,aof1956,302106841218,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/12072661_894803477222907_2909881115855155985_n.jpg?oh=be54f933fc34fdc511eea3e7b6ce93d9&oe=5B0A555E,Kalliga 77,http://www.filothei.org
373,1638,"Προσφέρουμε μαθήματα waterski, wakeboard και flyboard καθώς και θαλάσσιες δραστηριότητες όπως tubes καναπέ, μπανάνα ,canoe και SUP.",Sports & Recreation,82,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19437222_1747897778560062_4057394524966507955_n.jpg?_nc_cat=0&oh=b3d6f4d4aebe6231f8b023d69ac0a4cc&oe=5B9DF89C,"Προσφέρουμε μαθήματα waterski, wakeboard και flyboard καθώς και θαλάσσιες δραστηριότητες όπως tubes καναπέ, μπανάνα ,canoe και SUP.",,914313718585143.0,37.41925396,https://www.facebook.com/AA-Water-adventures-914313718585143/,,23.32946777,AA-Water-adventures-914313718585143,6940712995,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/19429772_1746618245354682_6623775110906850510_n.jpg?_nc_cat=0&oh=9d640d63afaaf90c6078090b978a615a&oe=5BAB4F1D,Θερμησία,http://www.aawateradventures.gr/
